record_id,plant_type,habitat,season,air_humidity_pct,soil_humidity_pct,ethylene_ppm,co2_ppm,o2_ppm,ldr_on_plant,leaf_color_index,temperature_c,health_score,health_class
php_00253,rose,greenhouse,winter,30.8,55.1,1.983,761.9,20.72,199,91.7,29.6,66,moderate_stress
php_00254,aloe_vera,indoor,summer,73.1,82.1,2.434,753.6,21.03,818,36.1,28.8,24,high_stress
php_00255,aloe_vera,indoor,summer,75,82.8,1.13,883.7,20.14,217,99.9,22.5,39,high_stress
php_00256,snake_plant,indoor,monsoon,93.9,58.5,0.511,761.9,20.65,582,92.4,12.3,64,moderate_stress
php_00257,tomato,garden,spring,90.8,56.1,1.754,1156.4,18.61,488,31.4,32,44,high_stress
php_00258,basil,indoor,autumn,54.1,49.8,1.925,968.2,20.47,716,96.5,8.9,66,moderate_stress
php_00259,aloe_vera,arid_garden,autumn,88.3,69.9,0.292,780.3,18.58,741,35.9,9.5,22,high_stress
php_00260,aloe_vera,arid_garden,monsoon,83.9,43.7,2.041,890.9,21.22,991,32,20,60,moderate_stress
php_00261,mint,garden,autumn,49.5,65.6,0.767,371.4,19.95,463,89,35.6,78,moderate_stress
php_00262,rose,greenhouse,summer,64.7,29.5,1.726,1161.3,18.51,325,65.6,12.7,52,high_stress
php_00263,aloe_vera,arid_garden,autumn,74.7,35,0.973,1197.8,20.73,608,97.9,24.7,91,healthy
php_00264,pothos,indoor,spring,36.3,51.5,1.116,374,20.94,131,54.9,10.1,73,moderate_stress
php_00265,basil,greenhouse,winter,49.8,46,0.07,1023.5,21.28,147,51.5,37.8,56,moderate_stress
php_00266,rose,greenhouse,winter,56,83.4,2.286,504.1,18.91,529,61.7,13,52,high_stress
php_00267,lettuce,greenhouse,summer,76.7,89,0.083,359.7,18.75,380,56.3,35.9,53,high_stress
php_00268,aloe_vera,indoor,monsoon,62.1,51.5,0.825,652.4,19.68,345,29.4,19.3,60,moderate_stress
php_00269,tomato,garden,summer,80.3,71.2,1.303,723.8,18.37,126,96.2,32.4,57,moderate_stress
php_00270,aloe_vera,arid_garden,winter,86.6,87.4,1.323,1198.1,19.89,896,66.7,23.8,35,high_stress
php_00271,lettuce,hydroponic,monsoon,40.7,42.3,1.605,425.6,18.39,654,78.8,14.2,63,moderate_stress
php_00272,basil,greenhouse,monsoon,58.5,29.2,1.758,878.8,21.18,647,54.9,27.1,71,moderate_stress
php_00273,lettuce,greenhouse,autumn,91.4,76.1,2.162,761,18.44,496,85.2,23.3,61,moderate_stress
php_00274,tomato,garden,summer,93.9,53.4,1.792,597.9,19.7,613,21.5,23.4,54,high_stress
php_00275,basil,greenhouse,autumn,70.7,55.4,2.066,533.6,21.45,1005,25.9,36.9,39,high_stress
php_00276,aloe_vera,indoor,autumn,32.2,62.8,2.476,1080.1,18.78,630,77.5,28.7,45,high_stress
php_00277,tomato,garden,autumn,42.5,15,1.867,983.3,19.29,796,61,37.1,31,high_stress
php_00278,basil,greenhouse,winter,79.5,42.4,2.355,813.5,18.89,408,80.9,27.3,70,moderate_stress
php_00279,basil,greenhouse,spring,62.6,59.8,1.001,882.9,21.48,924,25.7,30.6,70,moderate_stress
php_00280,lettuce,greenhouse,autumn,77.7,71.9,2.483,720,20.81,401,64.4,18.4,76,moderate_stress
php_00281,rose,greenhouse,summer,87.8,20.9,1.636,1121.6,21.49,945,20.9,16.4,35,high_stress
php_00282,aloe_vera,indoor,winter,87.7,77.3,0.346,832.8,19.27,500,68.4,11.8,42,high_stress
php_00283,mint,indoor,winter,26.8,81.1,1.423,376.4,19.21,742,88.6,24.7,77,moderate_stress
php_00284,tomato,greenhouse,winter,80.2,58.6,0.188,941.3,19.83,525,99.1,32.7,82,healthy
php_00285,basil,greenhouse,monsoon,71.6,72.1,0.148,1191.2,20.72,183,92.4,13.1,70,moderate_stress
php_00286,aloe_vera,arid_garden,winter,45.7,56.1,2.244,604.1,19.6,539,51.3,16.6,56,moderate_stress
php_00287,mint,greenhouse,winter,67.3,69.5,0.295,702.9,18.24,578,42.9,14.1,73,moderate_stress
php_00288,tomato,greenhouse,spring,38.3,20.1,0.879,368.5,21.34,966,76.5,13.1,55,moderate_stress
php_00289,rose,garden,autumn,58.8,69.1,1.515,975,19.98,984,68.1,21,77,moderate_stress
php_00290,pothos,indoor,spring,87.4,74.2,1.638,518.6,21.14,540,35.8,8.6,36,high_stress
php_00291,mint,indoor,summer,83.7,59,1.496,1219.6,20.69,279,29.2,32.9,48,high_stress
php_00292,rose,greenhouse,winter,43.1,26,2.191,1030.1,19.62,31,37.9,29.6,31,high_stress
php_00293,basil,greenhouse,spring,37.2,75.6,0.748,425.6,18.64,51,60.7,19.7,60,moderate_stress
php_00294,snake_plant,shade_house,winter,48.6,9.8,2.198,893.1,20,812,61.9,14.1,54,high_stress
php_00295,aloe_vera,indoor,summer,25.8,80.2,1.288,1195.2,19.61,343,36,16.5,21,high_stress
php_00296,pothos,shade_house,summer,49.4,48.7,2.071,481.7,19.82,269,25.7,23.5,58,moderate_stress
php_00297,pothos,shade_house,winter,34,67.1,1.732,987.8,21.29,178,37.8,17,62,moderate_stress
php_00298,snake_plant,shade_house,winter,66.6,10.5,0.645,532.1,19.36,914,58.5,12.8,59,moderate_stress
php_00299,mint,garden,spring,79.2,73.1,1.291,1131.5,20.99,876,74,26.1,78,moderate_stress
php_00300,aloe_vera,arid_garden,spring,60.8,40.8,1.754,487.5,20.39,464,99,31,82,healthy
php_00301,lettuce,hydroponic,spring,25.4,8.3,0.185,481.4,20.24,252,77.4,32.5,34,high_stress
php_00302,tomato,garden,spring,75.5,78.2,2.217,810.7,18.49,578,98.3,10.5,38,high_stress
php_00303,snake_plant,shade_house,spring,91.4,45.8,1.445,406.6,19.69,526,31.8,20.4,60,moderate_stress
php_00304,aloe_vera,arid_garden,summer,40,11.2,1.224,984,18.7,536,27.9,15.8,47,high_stress
php_00305,mint,garden,autumn,52.6,11.4,1.636,863.4,20.87,159,62.2,20.4,48,high_stress
php_00306,pothos,indoor,monsoon,60.5,64.1,1.137,556.9,18.36,642,92.7,22.1,73,moderate_stress
php_00307,basil,garden,summer,33.5,69.9,0.482,437.1,21.46,399,90.4,20,87,healthy
php_00308,pothos,shade_house,monsoon,93.3,20.9,2.187,481.3,19.88,489,28.9,32.5,32,high_stress
php_00309,pothos,indoor,spring,63,85.2,1.889,350.6,20.79,718,95.2,33,50,high_stress
php_00310,rose,garden,summer,36.8,73.4,1.087,1054.1,20.57,1003,47,25.2,73,moderate_stress
php_00311,tomato,garden,monsoon,47.6,29,1.393,480.6,18.83,1015,98.4,29.5,58,moderate_stress
php_00312,rose,garden,spring,35.4,13.3,1.041,1066.7,19.27,346,59.9,29.6,47,high_stress
php_00313,rose,greenhouse,spring,25.6,48.1,2.492,1182,18.75,647,34.6,23.5,37,high_stress
php_00314,pothos,indoor,autumn,27.6,50.2,0.67,923.5,19.74,554,75.5,32.6,82,healthy
php_00315,mint,greenhouse,monsoon,80,23.3,1.902,798.4,19.77,263,67,21.4,61,moderate_stress
php_00316,aloe_vera,indoor,monsoon,58.1,55,1.838,526.3,21.23,89,75,12.9,50,high_stress
php_00317,tomato,greenhouse,autumn,48.5,14.9,1.207,821.7,20.15,464,68.3,9,40,high_stress
php_00318,snake_plant,shade_house,winter,42.6,18.6,1.385,1127.1,18.99,103,96,16.1,72,moderate_stress
php_00319,rose,greenhouse,monsoon,66.9,37.2,2.426,1217.7,20.29,286,25.1,8.6,30,high_stress
php_00320,aloe_vera,indoor,autumn,87.5,85.1,1.764,1028.1,18.29,590,39.9,28.2,11,high_stress
php_00321,lettuce,greenhouse,summer,80.6,63.5,2.476,640.8,19.56,448,89.6,24.3,77,moderate_stress
php_00322,snake_plant,indoor,spring,56.7,77.4,0.59,769.4,18.96,321,85.5,9.1,47,high_stress
php_00323,pothos,indoor,autumn,51,15.7,1.551,614.4,19.85,472,34,28.1,48,high_stress
php_00324,basil,garden,winter,38.3,73.8,1.595,1244,19.82,567,26.4,24.8,52,high_stress
php_00325,tomato,greenhouse,summer,28.3,66.1,0.396,800.4,19.46,570,31.7,14.3,59,moderate_stress
php_00326,aloe_vera,arid_garden,winter,57.3,66.9,1.977,1180.6,20.15,690,94.5,29.9,50,high_stress
php_00327,lettuce,hydroponic,autumn,90.3,23.1,1.498,995.2,20.39,369,42.5,33.7,25,high_stress
php_00328,basil,garden,monsoon,68.4,17.3,1.175,433.1,21.28,499,67.6,18.5,71,moderate_stress
php_00329,mint,indoor,spring,78.9,11.8,1.68,653.8,19.33,433,43.1,27.4,36,high_stress
php_00330,mint,indoor,spring,91.4,55.9,1.033,798.7,18.53,434,22.5,35,28,high_stress
php_00331,lettuce,greenhouse,monsoon,30.3,74.5,1.093,540.7,18.66,614,62.4,29.3,64,moderate_stress
php_00332,aloe_vera,arid_garden,winter,74.4,14.7,2.382,683,19.73,573,93.1,14.4,66,moderate_stress
php_00333,snake_plant,shade_house,autumn,58.2,83.5,1.13,989.1,21.17,206,22.1,18.7,32,high_stress
php_00334,tomato,garden,spring,37.7,8.5,0.518,1092.3,21.04,440,32.9,21.8,45,high_stress
php_00335,tomato,garden,autumn,33.8,48.1,1.232,447.2,18.39,889,22.5,21.8,54,high_stress
php_00336,aloe_vera,arid_garden,summer,84,16.9,2.095,873.6,19.35,623,23.6,20.7,52,high_stress
php_00337,lettuce,hydroponic,winter,29.6,78.9,2.108,751.9,18.65,556,32.3,13,52,high_stress
php_00338,snake_plant,indoor,winter,67.6,25.1,0.923,522.7,21.45,221,87.6,12.2,80,healthy
php_00339,pothos,indoor,spring,76.9,8.2,0.356,730,19.38,848,24.6,34.8,22,high_stress
php_00340,tomato,garden,summer,27.2,67.4,0.166,758.6,20.55,72,26.3,31.4,55,moderate_stress
php_00341,tomato,greenhouse,winter,65.9,61.4,1.997,1127.3,19.1,606,77.3,28.1,74,moderate_stress
php_00342,mint,greenhouse,spring,71.4,9.1,0.951,466.7,19.11,829,42.8,35.4,20,high_stress
php_00343,lettuce,greenhouse,spring,64.8,36.4,2.412,624.9,19.77,58,38.1,31.1,30,high_stress
php_00344,mint,greenhouse,spring,60.2,51.2,2.384,448.5,18.91,844,49.8,9.1,48,high_stress
php_00345,rose,greenhouse,monsoon,89.5,26.7,0.18,422.9,19.43,848,35.6,27.8,62,moderate_stress
php_00346,pothos,shade_house,summer,51.4,71.9,0.473,1019.3,21.25,825,63.1,21.3,78,moderate_stress
php_00347,lettuce,greenhouse,spring,86.8,62,2.33,831.7,18.27,914,74.5,16,58,moderate_stress
php_00348,basil,indoor,summer,60.3,17.9,0.951,813,20.69,353,78.9,19.1,68,moderate_stress
php_00349,rose,greenhouse,spring,57.9,62.2,0.999,911,18.27,104,76.1,24.8,65,moderate_stress
php_00350,basil,indoor,monsoon,31,35.7,1.009,475.4,18.85,184,77.2,23.2,63,moderate_stress
php_00351,snake_plant,indoor,spring,49.6,21.3,1.486,1156.1,19.77,635,43.5,20.7,63,moderate_stress
php_00352,mint,garden,monsoon,87.9,12.1,2.441,1123.5,18.62,378,69.6,31.3,16,high_stress
php_00353,basil,greenhouse,summer,80.1,13.1,1.729,951.4,18.25,426,32.6,34.2,12,high_stress
php_00354,rose,garden,spring,32.8,84.5,1.186,333.4,18.56,239,32.5,21.4,30,high_stress
php_00355,rose,garden,autumn,69.4,16.1,0.673,912.3,21.09,135,87,25.1,68,moderate_stress
php_00356,rose,garden,summer,88.3,68.8,0.78,375.4,20.67,49,44.5,24.4,66,moderate_stress
php_00357,lettuce,hydroponic,monsoon,50.1,52.2,0.549,913.5,18.38,88,58.9,26.7,67,moderate_stress
php_00358,lettuce,hydroponic,monsoon,57.8,20.8,2.214,1096.7,18.63,634,70.2,26.1,39,high_stress
php_00359,mint,indoor,winter,36.9,62.9,0.567,1165.7,19.86,988,34.5,31,56,moderate_stress
php_00360,snake_plant,shade_house,winter,77.8,43.7,0.204,451,19.23,752,27.4,28.4,58,moderate_stress
php_00361,aloe_vera,indoor,autumn,39.4,17.8,2.004,819.1,19.59,470,84.2,31.2,79,moderate_stress
php_00362,pothos,indoor,spring,63,80.6,0.853,836.8,21.05,259,60.5,30.4,76,moderate_stress
php_00363,tomato,greenhouse,autumn,78.2,87.6,2.203,535,20.07,393,58.2,15.3,50,high_stress
php_00364,pothos,shade_house,autumn,52.7,18.9,0.735,1001.7,19.83,106,58.4,17.9,81,healthy
php_00365,rose,greenhouse,autumn,68.3,65.5,2.479,744.7,20.42,41,67.3,28.2,62,moderate_stress
php_00366,lettuce,greenhouse,spring,78.5,26.3,2.378,1115.6,20.6,164,97.3,23.6,53,high_stress
php_00367,pothos,indoor,winter,50.6,84.3,2.433,1115.3,21.15,58,47.8,33.3,39,high_stress
php_00368,pothos,indoor,winter,36.8,50.8,1.149,770.5,20.3,840,48.9,15.3,67,moderate_stress
php_00369,lettuce,hydroponic,monsoon,84.3,88.4,0.665,1224.2,19.3,252,92.5,23.3,66,moderate_stress
php_00370,tomato,garden,summer,47.7,43.4,1.054,948.1,20.36,522,33.3,34.5,59,moderate_stress
php_00371,rose,greenhouse,monsoon,73,28.4,1.904,599.9,20.25,173,25.6,21.3,44,high_stress
php_00372,snake_plant,indoor,winter,60,83.6,1.939,754.8,19.63,800,36.8,13.8,19,high_stress
php_00373,aloe_vera,arid_garden,monsoon,78.9,40.3,0.531,891.3,20.08,513,63.9,29.7,91,healthy
php_00374,rose,garden,autumn,81.4,79.5,0.6,884.4,20.75,562,55.1,24,80,healthy
php_00375,pothos,indoor,autumn,89.9,35.4,0.522,963.5,21.09,342,81.5,20.1,91,healthy
php_00376,aloe_vera,arid_garden,spring,67.5,26.2,0.792,928.3,20.23,834,41.2,20.5,86,healthy
php_00377,tomato,garden,summer,65.5,12.5,1.789,562,21.14,113,40.9,21.6,30,high_stress
php_00378,basil,garden,winter,91.9,85.3,2.159,652.8,18.5,497,58.2,18.7,53,high_stress
php_00379,tomato,garden,summer,57.6,27.5,0.424,584.1,19.73,517,68,8.4,52,high_stress
php_00380,basil,garden,winter,36.6,74.7,0.552,644.3,20.33,752,77.5,9.6,71,moderate_stress
php_00381,aloe_vera,arid_garden,spring,58.3,64.6,0.364,877.2,20.93,148,92.8,37.5,58,moderate_stress
php_00382,rose,greenhouse,monsoon,47,9.2,2.268,482,18.84,465,61.6,33.9,27,high_stress
php_00383,mint,garden,summer,60,57,1.442,1085.8,20.06,935,95,35.2,57,moderate_stress
php_00384,aloe_vera,arid_garden,spring,92.7,51.5,2.19,877.6,19.51,261,92.4,25.8,55,moderate_stress
php_00385,snake_plant,indoor,summer,50.2,55.6,1.364,864.8,20.25,475,74.1,13,72,moderate_stress
php_00386,rose,greenhouse,winter,86.3,38.3,0.827,583.4,21.25,472,63.6,26.5,89,healthy
php_00387,basil,garden,summer,80.2,54.7,1.576,381.3,19.54,66,65.2,23.4,69,moderate_stress
php_00388,basil,greenhouse,winter,74,56.2,0.273,947,21,889,59.1,16.8,95,healthy
php_00389,tomato,garden,summer,61.1,48.3,2.048,1102.9,21.23,646,39.2,34.2,62,moderate_stress
php_00390,rose,greenhouse,autumn,86.3,19.3,1.563,634.1,18.41,325,55.9,28.6,41,high_stress
php_00391,basil,greenhouse,monsoon,48.3,70.9,2.46,434.4,21.39,516,88.7,23,68,moderate_stress
php_00392,snake_plant,indoor,winter,61.9,50.5,0.935,758.3,20.74,958,72,26.9,75,moderate_stress
php_00393,lettuce,greenhouse,autumn,46.4,58.9,2.295,441.6,19.67,840,97.9,20.6,76,moderate_stress
php_00394,snake_plant,indoor,autumn,52,27.6,0.005,1099,18.32,567,39.4,10.1,51,high_stress
php_00395,basil,garden,winter,26.2,24.6,2.335,1222.4,20.36,1013,98.4,14,38,high_stress
php_00396,rose,greenhouse,summer,83.5,16.7,2.341,1206.3,19.54,483,41.9,30.2,29,high_stress
php_00397,rose,greenhouse,autumn,83.1,51.1,0.07,1005.9,20.53,805,29.7,8.5,68,moderate_stress
php_00398,rose,greenhouse,spring,27,33.5,1.45,873.6,20.13,426,38.5,12.2,52,high_stress
php_00399,pothos,shade_house,autumn,48.6,25.8,1.51,1138.5,21.46,323,24.6,9.5,39,high_stress
php_00400,mint,indoor,summer,89.8,35.3,0.161,897.5,18.76,123,30.8,33.1,34,high_stress
php_00401,mint,greenhouse,summer,71.8,13.7,1.899,1238.1,20.41,791,99.5,13.6,45,high_stress
php_00402,pothos,shade_house,spring,71.4,62,1.43,445.9,19.72,731,36.6,10.2,44,high_stress
php_00403,aloe_vera,arid_garden,monsoon,32.1,42.8,0.341,1074.9,19.19,165,50.2,9,43,high_stress
php_00404,pothos,indoor,spring,72.4,33.2,0.535,1152.6,19.27,121,27.2,28.3,64,moderate_stress
php_00405,rose,garden,autumn,60.4,36.8,0.83,900.5,19.67,493,32.1,15,68,moderate_stress
php_00406,snake_plant,shade_house,spring,33.9,22.7,1.186,459.9,18.57,877,71,17,63,moderate_stress
php_00407,mint,garden,summer,29.7,61.1,2.189,1144.3,19.56,183,65.7,11.4,54,high_stress
php_00408,pothos,indoor,monsoon,41.8,24.8,0.541,888.9,20.41,245,40.8,37.1,65,moderate_stress
php_00409,basil,greenhouse,summer,84.7,61.3,1.908,557.3,21.47,980,67.3,27.3,75,moderate_stress
php_00410,rose,garden,summer,81.6,33.5,0.629,1197,19.42,741,87.5,36,58,moderate_stress
php_00411,basil,garden,spring,71.6,78,1.398,1083.3,19.28,863,84.2,28.3,67,moderate_stress
php_00412,rose,greenhouse,summer,74.9,24.9,1.17,703,18.99,718,37.6,33.1,49,high_stress
php_00413,snake_plant,indoor,summer,77.1,37.1,0.141,1057.9,20.78,652,95.2,24.5,86,healthy
php_00414,lettuce,hydroponic,summer,57.6,87.1,1.316,1139.5,18.65,627,36.2,14.2,51,high_stress
php_00415,snake_plant,shade_house,winter,73.9,15.5,1.258,654.6,21.23,495,96.3,36.8,63,moderate_stress
php_00416,lettuce,greenhouse,autumn,86.4,43.8,0.286,513.1,21.44,168,35.1,15.2,64,moderate_stress
php_00417,mint,greenhouse,winter,53.2,82.6,0.969,1178.8,19.87,152,70.9,12.9,69,moderate_stress
php_00418,basil,garden,spring,80.8,45.8,1.915,1052.3,18.44,205,45.7,35.5,36,high_stress
php_00419,rose,greenhouse,autumn,93.7,43.5,1.975,969.1,20.22,72,85.4,22.9,62,moderate_stress
php_00420,mint,greenhouse,autumn,83.3,81.7,0.603,881.7,19.65,534,37,20.5,75,moderate_stress
php_00421,snake_plant,shade_house,summer,88.9,69.3,0.732,786.3,20.68,311,29.5,14.1,47,high_stress
php_00422,rose,greenhouse,winter,40.9,46.6,1.175,705.8,19.14,439,38.5,33.6,54,high_stress
php_00423,tomato,greenhouse,summer,31.2,82.2,1.142,1209.2,18.47,249,42.1,24.7,38,high_stress
php_00424,pothos,shade_house,spring,74.1,41.9,0.146,657.8,19.71,53,48.4,17.5,90,healthy
php_00425,pothos,shade_house,spring,93.1,26.7,2.141,1239,20.48,106,21.2,18,36,high_stress
php_00426,basil,garden,monsoon,60,85.8,0.893,1118.4,18.26,545,66,15.2,54,high_stress
php_00427,basil,indoor,monsoon,91.5,43.6,1.704,870.5,21.25,293,59.9,25,70,moderate_stress
php_00428,rose,garden,autumn,47.7,53.7,0.228,1059.7,21,144,90.5,9.6,78,moderate_stress
php_00429,tomato,greenhouse,spring,61.1,55.1,2.245,1190.5,20.76,566,46.4,26.6,72,moderate_stress
php_00430,mint,greenhouse,monsoon,57.2,14.2,1.386,358.9,19.3,906,83.3,13.3,45,high_stress
php_00431,aloe_vera,arid_garden,autumn,72.4,71.6,2.43,1084.8,19.39,993,29.8,25.2,22,high_stress
php_00432,pothos,indoor,spring,89.3,57,0.911,557.4,18.52,388,56.2,17.6,70,moderate_stress
php_00433,tomato,garden,summer,53.9,74.5,0.398,671.5,19.58,737,70.4,36.2,75,moderate_stress
php_00434,basil,greenhouse,summer,71.5,23.8,1.956,389,20.85,33,44.4,10.2,36,high_stress
php_00435,tomato,greenhouse,monsoon,33.4,45.6,0.881,422.6,21.22,631,55.2,27.8,85,healthy
php_00436,basil,indoor,winter,83.3,43.5,1.48,794.9,18.3,446,44.4,33.3,48,high_stress
php_00437,aloe_vera,arid_garden,autumn,37.9,65.6,1.235,572.5,20.44,602,38.6,21.2,56,moderate_stress
php_00438,rose,greenhouse,summer,34.1,68.6,1.361,1025.9,18.84,462,77.1,10.4,57,moderate_stress
php_00439,aloe_vera,arid_garden,summer,67,66.9,1.377,815.1,18.55,877,67.4,19.7,52,high_stress
php_00440,snake_plant,shade_house,monsoon,36.3,51.3,0.909,553,19.94,993,55.5,32.5,65,moderate_stress
php_00441,lettuce,greenhouse,autumn,70.8,64.6,0.129,1206.5,21.34,1019,51.7,37,49,high_stress
php_00442,pothos,shade_house,summer,91.1,23.5,0.785,344.7,18.72,744,98.1,24.1,59,moderate_stress
php_00443,basil,indoor,winter,70,43.7,0.467,597.3,18.64,766,80.1,15.4,83,healthy
php_00444,lettuce,greenhouse,summer,56,78.1,0.832,751.9,18.83,678,86.3,18.1,84,healthy
php_00445,aloe_vera,indoor,summer,73,76.2,1.172,871,20.38,677,60.3,23.1,60,moderate_stress
php_00446,lettuce,greenhouse,winter,30.1,89.5,1.803,600.8,21.22,352,67.9,20.2,69,moderate_stress
php_00447,rose,greenhouse,monsoon,67,14.1,2.398,430.3,20.06,612,44.5,10.4,45,high_stress
php_00448,lettuce,greenhouse,autumn,53.4,75.5,1.008,1173,18.31,1022,64.7,33.1,47,high_stress
php_00449,lettuce,hydroponic,summer,81.8,68,0.135,851.1,21.3,1001,40,26.2,77,moderate_stress
php_00450,tomato,garden,summer,86.9,50.2,1.853,352.8,21.35,610,85.8,29.3,81,healthy
php_00451,rose,garden,spring,51,58.8,2.085,943.6,18.27,950,24.4,23.4,41,high_stress
php_00452,basil,greenhouse,monsoon,66,26.7,2.295,862.3,18.77,405,25.2,24,31,high_stress
php_00453,rose,garden,spring,92,48,2.442,1221.5,19.27,132,86.6,33.5,36,high_stress
php_00454,pothos,shade_house,spring,26.7,86.6,2.202,384.4,20.5,657,84.9,36.9,32,high_stress
php_00455,snake_plant,indoor,winter,30.5,50.2,0.577,377.9,21.06,490,51.4,20.7,83,healthy
php_00456,basil,garden,autumn,29.8,22.7,2.115,372.3,19.93,947,43.2,33.7,39,high_stress
php_00457,mint,garden,winter,34.3,59.1,1.134,1249.4,19.62,807,31,15.7,59,moderate_stress
php_00458,pothos,shade_house,spring,88.7,34.3,0.919,427.5,18.89,370,87.2,26.6,79,moderate_stress
php_00459,snake_plant,indoor,monsoon,77.4,57,0.526,507.3,21.17,1018,59.5,18.2,66,moderate_stress
php_00460,pothos,indoor,autumn,33.2,11.3,2.422,1244.7,19.75,510,91,34.7,37,high_stress
php_00461,mint,garden,summer,29.9,10,2.342,716.5,20.36,371,94,29.9,38,high_stress
php_00462,rose,greenhouse,summer,67.2,34.3,0.838,484.4,21.07,293,58.5,23.2,84,healthy
php_00463,snake_plant,indoor,autumn,28.8,11.2,1.658,602,18.32,384,60.1,35.3,54,high_stress
php_00464,snake_plant,shade_house,summer,88.8,38.4,0.175,892.9,20.05,573,51.8,32.3,78,moderate_stress
php_00465,snake_plant,shade_house,monsoon,92.8,80.4,0.754,1242.2,21.02,641,21.8,23.3,16,high_stress
php_00466,snake_plant,shade_house,spring,49.5,35.9,0.032,1230.1,18.45,592,83.4,15.5,77,moderate_stress
php_00467,aloe_vera,arid_garden,autumn,87.3,31.1,1.24,590.8,21.48,384,77.6,17.4,85,healthy
php_00468,snake_plant,indoor,spring,42.5,78.1,0.302,364.5,18.87,217,55.2,17.4,63,moderate_stress
php_00469,aloe_vera,indoor,summer,38.9,59.3,0.084,1165.4,18.32,893,60.5,25.7,62,moderate_stress
php_00470,snake_plant,shade_house,autumn,49.1,37.1,2.279,735.4,21.2,986,60.4,30.2,69,moderate_stress
php_00471,rose,greenhouse,monsoon,39.5,87.9,2.05,543.6,21.46,740,83.6,29.7,52,high_stress
php_00472,aloe_vera,indoor,autumn,35.4,28.4,1.173,1063.6,19.32,30,92.3,10.3,54,high_stress
php_00473,tomato,garden,monsoon,86.1,78.4,1.041,547.4,18.33,782,91,13.1,56,moderate_stress
php_00474,rose,greenhouse,summer,53,80.2,0.031,388.6,21,684,36.7,24.1,70,moderate_stress
php_00475,tomato,greenhouse,winter,63.1,82.8,0.345,1073.8,19.55,31,92.6,29.6,71,moderate_stress
php_00476,basil,garden,winter,67.9,33.6,0.065,553.7,18.67,66,30.4,13,42,high_stress
php_00477,tomato,greenhouse,summer,73.4,32.7,1.796,654.3,18.97,277,44.8,10.4,34,high_stress
php_00478,pothos,shade_house,summer,69.5,82.4,2.383,698.8,19.63,316,63.5,17.9,54,high_stress
php_00479,basil,greenhouse,winter,84.2,87.9,1.329,980.8,19.93,594,96.3,30.6,62,moderate_stress
php_00480,mint,indoor,monsoon,46.9,69.1,1.133,1240,20.5,769,28.1,23,63,moderate_stress
php_00481,snake_plant,shade_house,monsoon,60.1,67.4,0.952,679.6,18.86,594,78.1,15.1,53,high_stress
php_00482,mint,greenhouse,winter,37.2,76.2,0.543,777.7,21.39,872,50.6,19,80,healthy
php_00483,basil,greenhouse,winter,31.4,12.9,2.122,412.6,18.7,522,79.3,24.7,35,high_stress
php_00484,snake_plant,indoor,summer,41,18.8,0.879,651.6,20.5,927,70.4,15.9,83,healthy
php_00485,mint,garden,winter,28.7,81,0.516,906.4,19.56,162,27.4,9.9,49,high_stress
php_00486,tomato,greenhouse,summer,79.9,41.2,0.798,582.9,18.85,662,21.9,34.7,53,high_stress
php_00487,lettuce,greenhouse,summer,90.8,10,2.23,348.3,19.35,548,33.7,25.9,21,high_stress
php_00488,mint,greenhouse,winter,51.3,79.2,1.118,1044.6,18.58,592,63.6,19,76,moderate_stress
php_00489,mint,greenhouse,spring,70.1,47.7,1.362,350.3,21.29,514,64,35.7,64,moderate_stress
php_00490,mint,indoor,winter,70.6,62,2.485,399.4,18.21,220,50,25.4,50,high_stress
php_00491,lettuce,hydroponic,summer,63,58.9,1.514,1160.4,18.55,1008,54,23.3,61,moderate_stress
